geneID,KO
TRINITY_DN111980_c0_g3,K00942
TRINITY_DN107921_c1_g2,K02183
TRINITY_DN98268_c0_g1,K00019
TRINITY_DN68348_c0_g2,K02183
TRINITY_DN203298_c0_g1,K05758
TRINITY_DN103247_c0_g2,K06689
TRINITY_DN84793_c0_g1,K07766
TRINITY_DN120188_c2_g1,K06058
TRINITY_DN100589_c0_g6,K14156
TRINITY_DN219765_c0_g1,K16575
TRINITY_DN120610_c0_g1,K00688
TRINITY_DN120563_c2_g1,K06269
TRINITY_DN114609_c8_g6,K20526
TRINITY_DN106435_c1_g2,K02183
TRINITY_DN113364_c2_g1,K02183
TRINITY_DN89232_c0_g2,K06934
TRINITY_DN79655_c0_g1,K15042
TRINITY_DN109668_c0_g1,K11163
TRINITY_DN111807_c0_g2,K03768
TRINITY_DN104907_c0_g2,K03331
TRINITY_DN82120_c0_g1,K23791
TRINITY_DN109298_c1_g2,K02503
TRINITY_DN107178_c0_g1,K10878
TRINITY_DN101146_c0_g1,K00657
TRINITY_DN115823_c0_g1,K06058
TRINITY_DN94671_c0_g2,K05692
TRINITY_DN92407_c0_g1,K00799
TRINITY_DN96559_c1_g2,K11599
TRINITY_DN113365_c0_g4,K03644
TRINITY_DN118519_c2_g1,K07466
TRINITY_DN122801_c2_g1,K12837
TRINITY_DN117562_c0_g6,K15365
TRINITY_DN103600_c0_g4,K17981
TRINITY_DN108122_c1_g1,K01204
TRINITY_DN102245_c0_g1,K17289
TRINITY_DN32283_c0_g1,K23284
TRINITY_DN208865_c0_g1,K07200
TRINITY_DN111918_c0_g1,K01047
TRINITY_DN23060_c0_g1,K23222
TRINITY_DN136431_c0_g1,K15281
TRINITY_DN99564_c1_g2,K22764
TRINITY_DN111980_c0_g3,K00942
TRINITY_DN118031_c0_g7,K15430
TRINITY_DN78027_c0_g1,K12383
TRINITY_DN106718_c0_g3,K23284
TRINITY_DN121253_c2_g1,K01373
TRINITY_DN95498_c0_g1,K19765
TRINITY_DN102256_c2_g8,K23284
TRINITY_DN111008_c0_g1,K18740
TRINITY_DN113865_c0_g3,K10478
TRINITY_DN119363_c0_g1,K13203
TRINITY_DN106181_c0_g1,K19363
TRINITY_DN86904_c0_g1,K17769
TRINITY_DN92856_c0_g1,K00507
TRINITY_DN105484_c0_g3,K19675
TRINITY_DN107934_c0_g1,K11166
TRINITY_DN119560_c0_g2,K01889
TRINITY_DN114609_c8_g6,K20526
TRINITY_DN21694_c1_g1,K11519
TRINITY_DN102487_c0_g2,K11251
TRINITY_DN113248_c0_g4,K23506
TRINITY_DN106551_c0_g1,K23402
TRINITY_DN95031_c0_g1,K03008
TRINITY_DN128104_c0_g1,K11251
TRINITY_DN120809_c1_g7,K08515
TRINITY_DN71205_c0_g1,K10373
TRINITY_DN101830_c5_g1,K00626
TRINITY_DN120030_c0_g1,K15045
TRINITY_DN4900_c0_g1,K02995
TRINITY_DN103331_c0_g1,K20316
TRINITY_DN115740_c0_g8,K19716
TRINITY_DN103742_c0_g1,K02183
TRINITY_DN111897_c0_g2,K12192
TRINITY_DN106856_c0_g1,K12833
TRINITY_DN100807_c0_g3,K15448
TRINITY_DN115046_c0_g1,K03848
TRINITY_DN201359_c0_g1,K10582
TRINITY_DN117661_c5_g5,K01365
TRINITY_DN122416_c1_g2,K01907
TRINITY_DN118568_c0_g5,K18966
TRINITY_DN103126_c2_g1,K15734
TRINITY_DN153898_c0_g1,K12817
TRINITY_DN117090_c0_g1,K10405
TRINITY_DN105387_c0_g2,K14529
TRINITY_DN119592_c2_g2,K17264
TRINITY_DN89240_c0_g1,K02930
TRINITY_DN100249_c0_g1,K16574
TRINITY_DN115155_c0_g1,K07921
TRINITY_DN107184_c0_g1,K04396
TRINITY_DN114780_c0_g1,K14677
TRINITY_DN108657_c1_g1,K24627
TRINITY_DN113475_c0_g2,K21768
TRINITY_DN111584_c0_g2,K07304
TRINITY_DN105883_c0_g2,K25409
TRINITY_DN97654_c0_g2,K24826
TRINITY_DN117963_c2_g1,K13644
TRINITY_DN119780_c1_g2,K06174
TRINITY_DN195729_c0_g1,K01025
TRINITY_DN112677_c0_g3,K02183
TRINITY_DN102326_c1_g2,K20351
TRINITY_DN120720_c1_g1,K15306
TRINITY_DN109352_c0_g6,K08504
TRINITY_DN100872_c0_g2,K20821
TRINITY_DN113233_c0_g1,K16639
TRINITY_DN99794_c0_g1,K07253
TRINITY_DN18328_c0_g1,K04316
TRINITY_DN117848_c0_g1,K01623
TRINITY_DN92137_c1_g1,K02268
TRINITY_DN111077_c0_g15,K17292
TRINITY_DN101327_c0_g2,K24956
TRINITY_DN105032_c1_g8,K02183
TRINITY_DN113051_c1_g2,K03331
TRINITY_DN71600_c0_g1,K01689
TRINITY_DN92025_c0_g1,K00718
TRINITY_DN95688_c0_g1,K10412
TRINITY_DN113962_c0_g2,K04402
TRINITY_DN134037_c0_g1,K07904
TRINITY_DN118706_c0_g1,K11390
TRINITY_DN103524_c0_g1,K03676
TRINITY_DN95842_c0_g1,K22075
TRINITY_DN132211_c0_g1,K12178
TRINITY_DN33269_c0_g1,K11254
TRINITY_DN122714_c0_g1,K04985
TRINITY_DN123306_c0_g1,K10408
TRINITY_DN123109_c1_g1,K24155
TRINITY_DN107505_c1_g5,K18762
TRINITY_DN123449_c4_g1,K19525
TRINITY_DN122829_c0_g1,K05637
TRINITY_DN123353_c1_g1,K12818
TRINITY_DN123341_c1_g1,K10408
TRINITY_DN122867_c0_g2,K19538
TRINITY_DN121210_c0_g1,K08844
TRINITY_DN122448_c1_g2,K23664
TRINITY_DN123059_c0_g2,K16725
TRINITY_DN122065_c0_g1,K11840
TRINITY_DN123460_c7_g2,K10414
TRINITY_DN123218_c2_g1,K18625
TRINITY_DN123463_c5_g3,K04659
TRINITY_DN123001_c1_g1,K00921
TRINITY_DN111835_c0_g1,K09378
TRINITY_DN96399_c0_g1,K22754
TRINITY_DN119445_c0_g1,K23380
TRINITY_DN122020_c0_g1,K14310
TRINITY_DN123472_c2_g1,K19326
TRINITY_DN119585_c1_g1,K17592
TRINITY_DN122800_c3_g1,K15261
TRINITY_DN122122_c0_g1,K06560
TRINITY_DN123167_c0_g1,K24183
TRINITY_DN122522_c0_g1,K23624
TRINITY_DN121602_c0_g1,K21873
TRINITY_DN111800_c0_g1,K04837
TRINITY_DN56366_c0_g1,K23949
TRINITY_DN118778_c0_g2,K12818
TRINITY_DN123287_c1_g1,K18405
TRINITY_DN122432_c0_g1,K24734
TRINITY_DN121105_c0_g1,K15009
TRINITY_DN119795_c0_g1,K10392
TRINITY_DN123127_c0_g1,K06640
TRINITY_DN123158_c0_g1,K08834
TRINITY_DN122986_c2_g1,K18439
TRINITY_DN105944_c0_g1,K06082
TRINITY_DN106153_c0_g1,K09188
TRINITY_DN119244_c0_g1,K05635
TRINITY_DN120395_c0_g2,K15293
TRINITY_DN106763_c0_g1,K10742
TRINITY_DN122905_c1_g2,K04437
TRINITY_DN116175_c0_g1,K22754
TRINITY_DN121092_c0_g2,K16573
TRINITY_DN112817_c0_g1,K05643
TRINITY_DN122292_c2_g1,K14317
TRINITY_DN120028_c0_g1,K13411
TRINITY_DN122535_c2_g1,K10624
TRINITY_DN122664_c1_g2,K24169
TRINITY_DN120326_c0_g1,K04978
TRINITY_DN123457_c7_g3,K17592
TRINITY_DN100356_c0_g1,K22754
TRINITY_DN123255_c1_g1,K10594
TRINITY_DN122747_c0_g1,K24938
TRINITY_DN109342_c0_g1,K05629
TRINITY_DN109342_c0_g1,K05629
TRINITY_DN119552_c0_g1,K23342
TRINITY_DN115595_c0_g1,K11420
TRINITY_DN118065_c0_g1,K11789
TRINITY_DN120300_c0_g1,K16471
TRINITY_DN113394_c2_g1,K23488
TRINITY_DN115484_c0_g1,K24095
TRINITY_DN119964_c0_g1,K21952
TRINITY_DN122715_c0_g1,K00698
TRINITY_DN33743_c0_g1,K15047
TRINITY_DN119548_c0_g3,K23851
TRINITY_DN122927_c1_g3,K08333
TRINITY_DN123034_c3_g1,K12385
TRINITY_DN121638_c0_g2,K21862
TRINITY_DN101665_c0_g1,K18412
TRINITY_DN122278_c1_g1,K20098
TRINITY_DN122248_c2_g2,K03515
TRINITY_DN122421_c0_g1,K20210
TRINITY_DN120784_c0_g1,K18621
TRINITY_DN121982_c2_g1,K16467
TRINITY_DN123096_c1_g3,K09533
TRINITY_DN120193_c0_g2,K07204
TRINITY_DN121320_c0_g1,K06619
TRINITY_DN121637_c0_g3,K16667
TRINITY_DN108919_c0_g3,K14409
TRINITY_DN121252_c0_g2,K05628
TRINITY_DN112572_c0_g1,K06636
TRINITY_DN122348_c0_g1,K13024
TRINITY_DN123015_c0_g2,K17263
TRINITY_DN119165_c0_g1,K01530
TRINITY_DN118190_c0_g7,K24842
TRINITY_DN121105_c0_g1,K15009
TRINITY_DN122267_c0_g1,K18758
TRINITY_DN117717_c0_g2,K05725
TRINITY_DN108340_c0_g1,K22017
TRINITY_DN115313_c0_g2,K24727
TRINITY_DN108436_c0_g1,K13912
TRINITY_DN116139_c0_g1,K12463
TRINITY_DN108292_c0_g2,K04885
TRINITY_DN94755_c0_g1,K17572
TRINITY_DN121166_c0_g3,K02332
TRINITY_DN120028_c0_g1,K13411
TRINITY_DN121661_c0_g1,K19513
TRINITY_DN113450_c0_g2,K18668
TRINITY_DN113579_c0_g1,K10408
TRINITY_DN118140_c0_g1,K24610
TRINITY_DN120699_c0_g1,K17902
TRINITY_DN118054_c0_g5,K10380
TRINITY_DN109107_c1_g1,K17592
TRINITY_DN115811_c0_g2,K06277
TRINITY_DN117474_c0_g1,K13339
TRINITY_DN121423_c0_g2,K19870
TRINITY_DN121423_c0_g2,K19870
TRINITY_DN122185_c2_g1,K20649
TRINITY_DN94063_c0_g1,K21440
TRINITY_DN121749_c1_g1,K15173
TRINITY_DN121975_c0_g1,K11421
TRINITY_DN109215_c0_g2,K22371
TRINITY_DN107300_c3_g4,K10405
TRINITY_DN118093_c0_g1,K10260
TRINITY_DN123380_c2_g1,K16196
TRINITY_DN121291_c0_g1,K08886
TRINITY_DN118032_c0_g1,K16550
TRINITY_DN114835_c0_g2,K17277
TRINITY_DN120473_c0_g2,K11515
TRINITY_DN118843_c0_g1,K11649
TRINITY_DN117860_c0_g1,K16498
TRINITY_DN122998_c1_g2,K17554
TRINITY_DN116694_c0_g1,K05210
TRINITY_DN122998_c1_g2,K17554
TRINITY_DN117927_c0_g1,K23970
TRINITY_DN120451_c0_g2,K16072
TRINITY_DN114890_c0_g2,K04646
TRINITY_DN121199_c0_g1,K18400
TRINITY_DN122615_c0_g1,K04604
TRINITY_DN122615_c0_g1,K04604
TRINITY_DN122385_c4_g3,K04988
TRINITY_DN114376_c0_g1,K11471
TRINITY_DN112291_c3_g1,K14521
TRINITY_DN118386_c0_g1,K01229
TRINITY_DN110285_c0_g2,K10380
TRINITY_DN107887_c1_g2,K05694
TRINITY_DN118488_c1_g2,K16475
TRINITY_DN118760_c1_g2,K24511
TRINITY_DN120646_c0_g2,K25442
TRINITY_DN114429_c0_g1,K07521
TRINITY_DN110120_c0_g2,K04975
TRINITY_DN118757_c0_g1,K00164
TRINITY_DN118543_c0_g1,K22862
TRINITY_DN122058_c1_g1,K24469
TRINITY_DN121215_c1_g1,K19178
TRINITY_DN112753_c1_g1,K10645
TRINITY_DN107443_c0_g1,K20655
TRINITY_DN116989_c0_g1,K24430
TRINITY_DN108681_c1_g1,K21440
TRINITY_DN93965_c0_g1,K08045
TRINITY_DN119761_c0_g4,K04725
TRINITY_DN112978_c0_g1,K24722
TRINITY_DN121079_c3_g1,K17985
TRINITY_DN120822_c1_g1,K06532
TRINITY_DN112131_c0_g1,K09228
TRINITY_DN112682_c0_g1,K12646
TRINITY_DN119611_c0_g1,K08827
TRINITY_DN105750_c0_g1,K05126
TRINITY_DN123279_c1_g5,K05731
TRINITY_DN114936_c0_g2,K15424
TRINITY_DN120698_c0_g1,K25572
TRINITY_DN116189_c0_g2,K16288
TRINITY_DN121765_c1_g1,K15710
TRINITY_DN118348_c0_g1,K14427
TRINITY_DN117207_c1_g7,K03068
TRINITY_DN122009_c1_g5,K24550
TRINITY_DN118565_c0_g1,K11502
TRINITY_DN14538_c0_g2,K21440
TRINITY_DN112214_c0_g1,K10645
TRINITY_DN121739_c0_g3,K17637
TRINITY_DN120010_c0_g1,K10777
TRINITY_DN123094_c2_g1,K18533
TRINITY_DN121695_c1_g1,K24747
TRINITY_DN121621_c1_g2,K24317
TRINITY_DN120516_c0_g1,K25610
TRINITY_DN118602_c0_g1,K24459
TRINITY_DN112595_c0_g2,K01537
TRINITY_DN102372_c0_g3,K15187
TRINITY_DN102372_c0_g3,K15187
TRINITY_DN121304_c4_g4,K10645
TRINITY_DN119487_c0_g2,K06532
TRINITY_DN120603_c0_g1,K05743
TRINITY_DN111464_c0_g1,K23688
TRINITY_DN122805_c0_g1,K10408
TRINITY_DN111497_c0_g1,K09228
TRINITY_DN119949_c0_g4,K14440
TRINITY_DN111051_c0_g1,K12035
TRINITY_DN121551_c0_g2,K09313
TRINITY_DN121563_c2_g2,K00698
TRINITY_DN114835_c0_g2,K17277
TRINITY_DN119817_c0_g2,K23424
TRINITY_DN116518_c2_g2,K18808
TRINITY_DN119357_c1_g7,K16602
TRINITY_DN114424_c0_g3,K10356
TRINITY_DN117266_c0_g2,K14555
TRINITY_DN112807_c0_g1,K12603
TRINITY_DN120561_c0_g2,K16600
TRINITY_DN123309_c2_g3,K10645
TRINITY_DN119397_c0_g1,K12373
TRINITY_DN119437_c0_g2,K03165
TRINITY_DN111397_c2_g13,K15255
TRINITY_DN110135_c0_g1,K06532
TRINITY_DN112272_c0_g6,K25648
TRINITY_DN102002_c0_g1,K05633
TRINITY_DN111234_c0_g1,K19022
TRINITY_DN107789_c0_g1,K18409
TRINITY_DN121866_c1_g1,K15426
TRINITY_DN116213_c0_g1,K23820
TRINITY_DN119994_c1_g1,K08656
TRINITY_DN98711_c0_g1,K18437
TRINITY_DN127039_c0_g1,K00688
TRINITY_DN117118_c0_g1,K10737
TRINITY_DN110035_c0_g1,K06070
TRINITY_DN120332_c2_g2,K20636
TRINITY_DN119380_c0_g1,K24427
TRINITY_DN118686_c0_g1,K18808
TRINITY_DN111935_c0_g5,K17603
TRINITY_DN121736_c0_g2,K01183
TRINITY_DN118423_c0_g1,K12818
TRINITY_DN105527_c1_g5,K24333
TRINITY_DN117777_c0_g2,K03424
TRINITY_DN104180_c0_g1,K05849
TRINITY_DN103499_c0_g1,K21798
TRINITY_DN123001_c1_g1,K00921
TRINITY_DN108420_c0_g1,K24799
TRINITY_DN116336_c0_g2,K06062
TRINITY_DN119125_c0_g1,K12821
TRINITY_DN120581_c1_g1,K21404
TRINITY_DN123136_c4_g3,K25165
TRINITY_DN115589_c2_g1,K06530
TRINITY_DN99107_c0_g1,K05719
TRINITY_DN121319_c1_g3,K06530
TRINITY_DN122763_c0_g3,K24498
TRINITY_DN118553_c0_g1,K11450
TRINITY_DN120513_c0_g2,K05672
TRINITY_DN74126_c0_g2,K24496
TRINITY_DN104020_c0_g2,K03509
TRINITY_DN106570_c0_g3,K05658
TRINITY_DN120284_c0_g1,K21871
TRINITY_DN113693_c1_g4,K15214
TRINITY_DN118080_c0_g1,K16913
TRINITY_DN115931_c0_g1,K10843
TRINITY_DN114776_c0_g2,K17675
TRINITY_DN118004_c0_g3,K17562
TRINITY_DN116949_c0_g1,K11977
TRINITY_DN83007_c0_g1,K11594
TRINITY_DN107253_c0_g2,K21988
TRINITY_DN121766_c0_g1,K21068
TRINITY_DN121919_c1_g1,K17598
TRINITY_DN119538_c0_g1,K18808
TRINITY_DN120816_c0_g2,K14718
TRINITY_DN108452_c0_g1,K05011
TRINITY_DN107981_c0_g2,K20408
TRINITY_DN200467_c0_g1,K21440
TRINITY_DN120960_c0_g1,K14787
TRINITY_DN92468_c0_g1,K17256
TRINITY_DN121797_c0_g3,K23282
TRINITY_DN121433_c0_g1,K09257
TRINITY_DN123105_c3_g4,K23829
TRINITY_DN121429_c0_g1,K18025
TRINITY_DN116844_c0_g3,K16342
TRINITY_DN113442_c0_g1,K11997
TRINITY_DN118378_c1_g3,K15162
TRINITY_DN120512_c0_g1,K17580
TRINITY_DN120255_c0_g2,K05305
TRINITY_DN119079_c0_g2,K12349
TRINITY_DN120960_c0_g1,K14787
TRINITY_DN103243_c1_g2,K12646
TRINITY_DN121162_c1_g4,K23437
TRINITY_DN121807_c0_g1,K08797
TRINITY_DN116772_c0_g2,K01176
TRINITY_DN119960_c0_g2,K01872
TRINITY_DN114930_c1_g1,K20192
TRINITY_DN112872_c0_g1,K09228
TRINITY_DN117959_c0_g1,K08864
TRINITY_DN122424_c1_g1,K04648
TRINITY_DN119631_c0_g1,K11416
TRINITY_DN219546_c0_g1,K01868
TRINITY_DN104791_c0_g1,K18808
TRINITY_DN116565_c0_g1,K22863
TRINITY_DN102152_c0_g1,K16330
TRINITY_DN104021_c0_g1,K06704
TRINITY_DN122721_c2_g2,K07151
TRINITY_DN115241_c0_g2,K05410
TRINITY_DN119707_c0_g1,K02542
TRINITY_DN122585_c3_g5,K22754
TRINITY_DN100039_c2_g2,K04598
TRINITY_DN111993_c0_g1,K11136
TRINITY_DN94921_c0_g1,K01228
TRINITY_DN107901_c0_g1,K19602
TRINITY_DN119265_c0_g1,K10480
TRINITY_DN119843_c0_g1,K25178
TRINITY_DN115679_c0_g1,K05037
TRINITY_DN107507_c0_g2,K18808
TRINITY_DN112159_c0_g1,K12041
TRINITY_DN103587_c0_g2,K24680
TRINITY_DN102229_c0_g1,K19511
TRINITY_DN122782_c1_g5,K23687
TRINITY_DN115856_c0_g1,K23317
TRINITY_DN119818_c1_g5,K08292
TRINITY_DN115782_c0_g1,K14383
TRINITY_DN120006_c0_g4,K20281
TRINITY_DN54279_c0_g1,K14970
TRINITY_DN103017_c0_g1,K13293
TRINITY_DN101954_c0_g1,K10260
TRINITY_DN200608_c0_g1,K08956
TRINITY_DN107202_c0_g2,K13755
TRINITY_DN120164_c0_g1,K18808
TRINITY_DN56993_c0_g1,K21440
TRINITY_DN122476_c1_g3,K20053
TRINITY_DN122634_c1_g2,K23730
TRINITY_DN109982_c0_g1,K01895
TRINITY_DN116931_c0_g1,K08042
TRINITY_DN120284_c0_g1,K21871
TRINITY_DN114395_c1_g2,K10990
TRINITY_DN112896_c0_g1,K09490
TRINITY_DN122392_c3_g2,K24539
TRINITY_DN118587_c1_g2,K08337
TRINITY_DN107202_c0_g2,K13755
TRINITY_DN114964_c0_g1,K10271
TRINITY_DN118916_c0_g3,K24682
TRINITY_DN92765_c0_g1,K04131
TRINITY_DN108735_c0_g2,K05456
TRINITY_DN122976_c4_g3,K20230
TRINITY_DN117689_c0_g3,K15377
TRINITY_DN111148_c0_g2,K15341
TRINITY_DN103351_c0_g1,K06756
TRINITY_DN108355_c0_g2,K17635
TRINITY_DN115221_c0_g1,K08588
TRINITY_DN118423_c0_g1,K12818
TRINITY_DN116870_c0_g1,K16591
TRINITY_DN119697_c0_g3,K23958
TRINITY_DN117542_c0_g1,K19832
TRINITY_DN121940_c4_g1,K12646
TRINITY_DN117189_c0_g2,K18808
TRINITY_DN117685_c0_g1,K24509
TRINITY_DN112936_c0_g1,K15603
TRINITY_DN107288_c0_g1,K16342
TRINITY_DN110717_c0_g2,K11997
TRINITY_DN121001_c0_g4,K03130
TRINITY_DN112895_c0_g1,K04678
TRINITY_DN106343_c0_g1,K00698
TRINITY_DN117478_c0_g1,K24688
TRINITY_DN118587_c1_g2,K08337
TRINITY_DN119836_c0_g3,K00461
TRINITY_DN108995_c0_g1,K05410
TRINITY_DN106546_c0_g1,K07868
TRINITY_DN107635_c0_g5,K24513
TRINITY_DN120726_c0_g1,K14850
TRINITY_DN119255_c0_g2,K19655
TRINITY_DN202691_c0_g1,K19525
TRINITY_DN121148_c1_g4,K16578
TRINITY_DN120226_c0_g1,K20639
TRINITY_DN121327_c0_g3,K03260
TRINITY_DN103017_c0_g1,K13293
TRINITY_DN116666_c1_g6,K08810
TRINITY_DN122295_c1_g2,K17700
TRINITY_DN99628_c0_g2,K17592
TRINITY_DN100760_c1_g2,K04988
TRINITY_DN117128_c0_g2,K23789
TRINITY_DN121824_c1_g2,K24387
TRINITY_DN114850_c0_g1,K01230
TRINITY_DN112868_c0_g1,K05286
TRINITY_DN121607_c0_g1,K23693
TRINITY_DN111449_c2_g2,K25397
TRINITY_DN115255_c0_g1,K14386
TRINITY_DN117562_c0_g7,K13165
TRINITY_DN118463_c1_g1,K11536
TRINITY_DN121190_c0_g1,K18592
TRINITY_DN104138_c0_g5,K10317
TRINITY_DN121029_c2_g3,K01596
TRINITY_DN115768_c1_g3,K00710
TRINITY_DN113658_c0_g1,K10270
TRINITY_DN121136_c0_g2,K12316
TRINITY_DN111891_c0_g2,K04404
TRINITY_DN118651_c0_g1,K03283
TRINITY_DN107301_c0_g1,K05038
TRINITY_DN110153_c0_g1,K10457
TRINITY_DN103790_c0_g1,K20067
TRINITY_DN118211_c0_g1,K06115
TRINITY_DN119574_c0_g1,K09228
TRINITY_DN121353_c2_g2,K07962
TRINITY_DN102229_c0_g1,K19511
TRINITY_DN115678_c0_g1,K10800
TRINITY_DN119528_c2_g1,K11089
TRINITY_DN120487_c0_g2,K00624
TRINITY_DN118930_c0_g1,K08574
TRINITY_DN113125_c0_g1,K11109
TRINITY_DN121230_c1_g2,K19868
TRINITY_DN117948_c2_g1,K05940
TRINITY_DN97144_c2_g1,K03258
TRINITY_DN119032_c1_g2,K03544
TRINITY_DN120040_c0_g4,K10889
TRINITY_DN120277_c0_g2,K10900
TRINITY_DN121353_c2_g2,K07962
TRINITY_DN110598_c0_g1,K11143
TRINITY_DN117331_c0_g1,K13811
TRINITY_DN117960_c0_g1,K06843
TRINITY_DN118213_c0_g1,K13710
TRINITY_DN111177_c0_g1,K14716
TRINITY_DN91945_c0_g1,K04615
TRINITY_DN118427_c0_g1,K14210
TRINITY_DN113888_c0_g1,K12823
TRINITY_DN115573_c0_g4,K03211
TRINITY_DN116822_c0_g1,K11703
TRINITY_DN120193_c0_g2,K07204
TRINITY_DN107762_c0_g1,K14445
TRINITY_DN118953_c0_g1,K00106
TRINITY_DN94260_c0_g1,K00710
TRINITY_DN123326_c7_g1,K15261
TRINITY_DN119992_c1_g1,K09489
TRINITY_DN118836_c2_g2,K20371
TRINITY_DN102527_c0_g1,K24254
TRINITY_DN119301_c1_g2,K21863
TRINITY_DN117816_c3_g1,K14616
TRINITY_DN123087_c2_g2,K14546
TRINITY_DN118893_c0_g7,K16342
TRINITY_DN115666_c0_g1,K02685
TRINITY_DN113374_c0_g1,K17681
TRINITY_DN107281_c0_g1,K01937
TRINITY_DN101266_c0_g1,K04926
TRINITY_DN120315_c0_g4,K00863
TRINITY_DN116926_c0_g3,K17602
TRINITY_DN118831_c0_g2,K14319
TRINITY_DN118604_c0_g2,K20042
TRINITY_DN97391_c0_g1,K07520
TRINITY_DN107230_c0_g1,K05661
TRINITY_DN114535_c0_g1,K20642
TRINITY_DN100137_c2_g1,K22544
TRINITY_DN119888_c1_g1,K12350
TRINITY_DN114496_c0_g4,K01931
TRINITY_DN120148_c1_g3,K18808
TRINITY_DN114286_c0_g2,K00888
TRINITY_DN119265_c0_g1,K10480
TRINITY_DN113386_c0_g3,K10380
TRINITY_DN120255_c0_g2,K05305
TRINITY_DN113952_c0_g2,K06058
TRINITY_DN116687_c1_g1,K16544
TRINITY_DN108315_c0_g3,K17494
TRINITY_DN117636_c0_g1,K02354
TRINITY_DN118549_c0_g1,K00503
TRINITY_DN113589_c0_g1,K15026
TRINITY_DN123222_c4_g3,K10273
TRINITY_DN120035_c0_g12,K00232
TRINITY_DN110395_c0_g1,K01904
TRINITY_DN117981_c0_g7,K17923
TRINITY_DN108610_c0_g1,K14387
TRINITY_DN121294_c0_g4,K20196
TRINITY_DN110434_c0_g3,K02599
TRINITY_DN115360_c0_g3,K08202
TRINITY_DN121465_c1_g5,K10397
TRINITY_DN113252_c0_g2,K00149
TRINITY_DN117149_c0_g2,K09597
TRINITY_DN105481_c0_g2,K08202
TRINITY_DN58935_c0_g1,K12026
TRINITY_DN116639_c1_g1,K10461
TRINITY_DN122932_c1_g10,K24473
TRINITY_DN78112_c0_g1,K12641
TRINITY_DN116056_c0_g4,K24723
TRINITY_DN106200_c0_g1,K14352
TRINITY_DN117189_c0_g2,K18808
TRINITY_DN119188_c1_g4,K15377
TRINITY_DN115711_c0_g1,K12302
TRINITY_DN112694_c0_g1,K11810
TRINITY_DN108927_c1_g1,K15180
TRINITY_DN111589_c0_g1,K12026
TRINITY_DN118431_c0_g3,K01202
TRINITY_DN112764_c0_g1,K25609
TRINITY_DN105810_c0_g1,K25687
TRINITY_DN108382_c0_g2,K12026
TRINITY_DN118313_c0_g1,K05038
TRINITY_DN115711_c0_g1,K12302
TRINITY_DN115570_c3_g1,K15502
TRINITY_DN92482_c0_g1,K15183
TRINITY_DN97658_c0_g3,K23733
TRINITY_DN112756_c0_g2,K08202
TRINITY_DN85948_c0_g2,K08883
TRINITY_DN100628_c0_g4,K12026
TRINITY_DN116787_c0_g1,K04532
TRINITY_DN120052_c0_g1,K05291
TRINITY_DN111698_c0_g1,K25551
TRINITY_DN121020_c0_g1,K06083
TRINITY_DN118030_c0_g1,K20406
TRINITY_DN92014_c0_g1,K23994
TRINITY_DN115624_c0_g1,K23326
TRINITY_DN114086_c0_g2,K15162
TRINITY_DN111289_c0_g3,K12026
TRINITY_DN115292_c0_g3,K15608
TRINITY_DN116543_c0_g1,K18283
TRINITY_DN115191_c0_g2,K00472
TRINITY_DN119726_c0_g1,K20235
TRINITY_DN120459_c1_g2,K16763
TRINITY_DN111853_c0_g1,K08202
TRINITY_DN106700_c0_g1,K07299
TRINITY_DN113862_c0_g1,K08202
TRINITY_DN109255_c0_g1,K13868
TRINITY_DN122904_c3_g1,K05750
TRINITY_DN83165_c0_g1,K23732
TRINITY_DN119857_c1_g1,K00901
TRINITY_DN119626_c0_g1,K25461
TRINITY_DN111458_c0_g1,K09495
TRINITY_DN114842_c0_g1,K05970
TRINITY_DN116787_c0_g1,K04532
TRINITY_DN99205_c0_g1,K08175
TRINITY_DN120162_c0_g2,K00995
TRINITY_DN101173_c1_g6,K16726
TRINITY_DN109005_c0_g1,K12492
TRINITY_DN110369_c0_g1,K15865
TRINITY_DN117936_c0_g2,K15409
TRINITY_DN116002_c0_g1,K14085
TRINITY_DN116881_c1_g1,K08202
TRINITY_DN114262_c0_g3,K24513
TRINITY_DN102039_c1_g1,K12026
TRINITY_DN100447_c0_g1,K05312
TRINITY_DN117390_c0_g2,K01077
TRINITY_DN115943_c0_g1,K00503
TRINITY_DN100447_c0_g1,K05312
TRINITY_DN114201_c0_g1,K16676
TRINITY_DN110272_c0_g2,K24524
TRINITY_DN108714_c1_g4,K13912
TRINITY_DN110647_c0_g1,K21398
TRINITY_DN116326_c0_g3,K24742
TRINITY_DN121413_c0_g1,K23939
TRINITY_DN114440_c0_g1,K01251
TRINITY_DN113101_c0_g1,K17391
TRINITY_DN118189_c0_g2,K01183
TRINITY_DN117811_c0_g4,K17339
TRINITY_DN123265_c6_g2,K15259
TRINITY_DN119020_c1_g1,K25451
TRINITY_DN116522_c2_g4,K00012
TRINITY_DN117475_c0_g3,K04733
TRINITY_DN112040_c1_g4,K17285
TRINITY_DN107901_c0_g1,K19602
TRINITY_DN123444_c7_g4,K06820
TRINITY_DN92251_c0_g1,K04615
TRINITY_DN119005_c0_g1,K00698
TRINITY_DN117340_c1_g1,K06258
TRINITY_DN92510_c0_g1,K15157
TRINITY_DN106122_c0_g1,K07438
TRINITY_DN116171_c0_g2,K10532
TRINITY_DN117030_c1_g2,K17834
